"regional_code","common_name_en","common_name_fr","scientific_name","aphia_id","count_of_occurrences_in_db"
196,"LEFTEYE FLOUNDER",NA,"BOTHIDAE",125576,1
200,"BARNDOOR SKATE",NA,"DIPTURUS LAEVIS",158548,289
201,"THORNY SKATE",NA,"AMBLYRAJA RADIATA",105865,979
202,"SMOOTH SKATE",NA,"MALACORAJA SENTA",158554,609
203,"LITTLE SKATE",NA,"LEUCORAJA ERINACEA",158551,471
204,"WINTER SKATE",NA,"LEUCORAJA OCELLATA",158553,500
207,"ROUND SKATE",NA,"RAJELLA FYLLAE",105894,3
209,"SHORTTAIL SKATE",NA,"AMBLYRAJA JENSENI",105864,2
211,"SKATES (NS)",NA,"RAJIDAE",105711,5
212,"ABYSSAL SKATE",NA,"RAJELLA BATHYPHILA",105892,1
216,"ATLANTIC TORPEDO/ELECTRICRAY",NA,"TETRONARCE NOBILIANA",321911,7
220,"SPINY DOGFISH",NA,"SQUALUS ACANTHIAS",105923,925
221,"BLACK DOGFISH",NA,"CENTROSCYLLIUM FABRICII",105906,100
223,"PORTUGUESE SHARK",NA,"CENTROSCYMNUS COELOLEPIS",105907,28
224,"ROUGH SAGRE",NA,"ETMOPTERUS PRINCEPS",105911,16
227,NA,NA,"NOTOSCOPELUS",125831,9
228,NA,NA,"LEPIDOPHANES GUENTHERI",126621,1
239,"DEEPSEA CAT SHARK",NA,"APRISTURUS PROFUNDORUM",158513,3
240,"SEA LAMPREY",NA,"PETROMYZON MARINUS",101174,11
241,"NORTHERN HAGFISH",NA,"MYXINE LIMOSA",271309,531
242,"DEEPWATER CHIMAERA",NA,"HYDROLAGUS AFFINIS",105825,5
243,"AMERICAN ATLANT STURGEON",NA,"ACIPENSER OXYRINCHUS",151802,2
247,"LONGNOSE CHIMERA",NA,"HARRIOTTA RALEIGHANA",105829,29
248,"KNIFENOSE CHIMERA",NA,"RHINOCHIMAERA ATLANTICA",105830,23
252,NA,NA,"LAMPANYCTUS",125825,4
280,"SCORPIONFISHES",NA,"SCORPAENIDAE",125595,3
284,NA,NA,"LAMPANYCTUS ATER",126611,5
286,NA,NA,"BENTHOSEMA",125815,3
287,NA,NA,"NOTOSCOPELUS BOLINI",158913,2
293,NA,NA,"CERATOSCOPELUS",125818,4
295,NA,NA,"BATHYLAGUS",125888,1
300,"LONGHORN SCULPIN",NA,"MYOXOCEPHALUS OCTODECEMSPINOSUS",159520,1468
301,"SHORTHORN SCULPIN",NA,"MYOXOCEPHALUS SCORPIUS",127203,96
302,"ARCTIC STAGHORN SCULPIN",NA,"GYMNOCANTHUS TRICUSPIS",127198,23
303,"GRUBBY OR LITTLE SCULPIN",NA,"MYOXOCEPHALUS AENAEUS",159519,43
304,"MAILED SCULPIN",NA,"TRIGLOPS MURRAYI",127205,471
305,"NYBELIN S SCULPIN",NA,"TRIGLOPS NYBELINI",127206,3
306,"SNOWFLAKE HOOKEAR SCULPIN",NA,"ARTEDIELLUS UNCINATUS",127195,52
307,"POLAR SCULPIN",NA,"COTTUNCULUS MICROPS",127235,16
308,"PALLID SCULPIN",NA,"COTTUNCULUS THOMSONII",127237,14
309,"SCULPIN (NS)",NA,"TRIGLOPS",126154,3
313,"TWOHORN SCULPIN",NA,"ICELUS BICORNIS",127199,6
314,"SPATULATE SCULPIN",NA,"ICELUS SPATULA",127200,34
316,"ARCTIC SCULPIN",NA,"MYOXOCEPHALUS SCORPIOIDES",127202,1
317,"RIBBED SCULPIN",NA,"TRIGLOPS PINGELII",127207,12
320,"SEA RAVEN",NA,"HEMITRIPTERUS AMERICANUS",159518,1011
323,"HOOKEAR SCULPIN (NS)",NA,"ARTEDIELLUS",126147,70
331,"ARMORED SEA ROBIN",NA,"PERISTEDION MINIATUM",159550,8
338,NA,NA,"ARISTOSTOMIAS",126201,3
340,"ALLIGATORFISH",NA,"ASPIDOPHOROIDES MONOPTERYGIUS",159459,621
341,"ARCTIC ALLIGATORFISH",NA,"ASPIDOPHOROIDES OLRIKII",309268,7
343,NA,NA,"LAMPADENA",125824,1
350,"ATLANTIC SEA POACHER",NA,"LEPTAGONUS DECAGONUS",127191,141
351,"ALLIGATOR FISH (NS)",NA,"AGONIDAE",125588,21
356,NA,NA,"RONDELETIA LORICATA",126412,4
361,"THREESPINE STICKLEBACK",NA,"GASTEROSTEUS ACULEATUS",126505,1
370,NA,NA,"MYCTOPHUM",125829,3
376,NA,NA,"POLYIPNUS",126198,13
384,"DEEPBODY BOARFISH",NA,"ANTIGONIA CAPROS",127418,7
385,"DEEPWATER FLOUNDER",NA,"MONOLENE SESSILICAUDA",159213,1
386,"SMALLMOUTH FLOUNDER",NA,"ETROPUS MICROSTOMUS",158801,1
395,NA,NA,"STOMIAS LONGIBARBATUS",127376,1
396,NA,NA,"PHOTOSTOMIAS GUERNEI",127372,1
400,"MONKFISH,GOOSEFISH,ANGLER",NA,"LOPHIUS AMERICANUS",159184,788
409,"AMERICAN STRAPTAIL GRENADIER",NA,"MALACOCEPHALUS OCCIDENTALIS",158741,1
410,"MARLIN-SPIKE GRENADIER",NA,"NEZUMIA BAIRDII",183289,316
411,"ROUGHHEAD GRENADIER",NA,"MACROURUS BERGLAX",126472,18
412,"ROUGHNOSE GRENADIER",NA,"TRACHYRINCUS MURRAYI",126481,3
413,"LONGNOSE GRENADIER",NA,"COELORINCHUS CAELORHINCUS",398381,1
414,"ROUNDNOSE GRENADIER",NA,"CORYPHAENOIDES RUPESTRIS",158960,48
416,"GRENADIERS (NS)",NA,"MACROURIDAE",125471,3
455,"EELS, CUTTHROAT (NS)",NA,"SYNAPHOBRANCHIDAE",125436,3
463,"EELS,SNIPE (NS)",NA,"NEMICHTHYIDAE",125432,1
465,NA,NA,"LAMPANYCTUS PHOTONOTUS",126618,1
478,NA,NA,"NOTOSCOPELUS CAUDISPINOSUS",158914,2
484,NA,NA,"PARALEPIS ELONGATA",158874,2
488,NA,NA,"EVERMANNELLA INDICA",126339,1
494,NA,NA,"SCOPELOBERYX ROBUSTUS",127276,1
498,"YELLOWFIN BASS",NA,"ANTHIAS NICHOLSI",159344,3
500,"SEASNAIL UNIDENTIFIED",NA,"LIPARIS",126160,16
501,"LUMPFISH",NA,"CYCLOPTERUS LUMPUS",127214,97
502,"ATLANTIC SPINY LUMPSUCKER",NA,"EUMICROTREMUS SPINOSUS",127217,131
503,"ATLANTIC SEASNAIL",NA,"LIPARIS ATLANTICUS",159524,17
505,"SEASNAIL,GELATINOUS",NA,"LIPARIS FABRICII",127218,18
506,"GREENLAND SEASNAIL",NA,"LIPARIS TUNICATUS",154825,1
508,"INQUILINE SEASNAIL",NA,"LIPARIS INQUILINUS",159528,1
511,"BLACKSNOUT SEASNAIL",NA,"PARALIPARIS COPEI",159530,16
512,"SEASNAIL,DUSKY",NA,"LIPARIS GIBBUS",159526,39
515,"SEA TADPOLE(NS)",NA,"CAREPROCTUS",126156,1
520,"SEA TADPOLE",NA,"CAREPROCTUS REINHARDTI",127212,6
526,NA,NA,"MELANOLAGUS BERICOIDES",126721,7
532,NA,NA,"CUBICEPS GRACILIS",126990,1
556,"LONGSPINE SNIPEFISH",NA,"MACRORAMPHOSUS SCOLOPAX",127378,1
557,NA,NA,"MELAMPHAES SUBORBITALIS",127270,1
558,NA,NA,"MELAMPHAIDAE",125599,3
565,"BARRACUDINA (NS)",NA,"PARALEPIS",125678,4
571,NA,NA,"SCOPELOGADUS",126184,1
576,"BLACKMOUTH BASS",NA,"SYNAGROPS BELLUS",159584,1
587,NA,NA,"EPIGONUS PANDIONIS",159706,4
588,NA,NA,"SCOPELOSAURUS LEPIDUS",126349,10
592,"SHARK/ CARTILAGINOUS FISHES",NA,"SELACHII",368408,1
593,"GREENEYES (NS)",NA,"CHLOROPHTHALMIDAE",125442,11
594,"SMOOTHHEAD,AGASSIZ'S",NA,"ALEPOCEPHALUS AGASSIZII",126681,28
595,"RED DORY",NA,"CYTTOPSIS ROSEA",127425,5
596,"BIGEYE SMOOTH-HEAD",NA,"BAJACALIFORNIA MEGALOPS",126687,3
598,"EELPOUTS (NS)",NA,"ZOARCIDAE",125575,4
599,"AMERICAN SAND LANCE",NA,"AMMODYTES AMERICANUS",159587,1
600,"AMERICAN EEL",NA,"ANGUILLA ROSTRATA",158562,1
601,"SNUBNOSE EEL, SLIME EEL",NA,"SIMENCHELYS PARASITICA",126327,26
602,"GRAY'S CUTTHROAT EEL",NA,"SYNAPHOBRANCHUS KAUPII",126328,85
603,"WOLF EELPOUT",NA,"LYCENCHELYS VERRILLII",159258,28
604,"SNIPE EEL",NA,"NEMICHTHYS SCOLOPACEUS",126306,88
607,"DUCKBILL OCEANIC EEL",NA,"NESSORHAMPHUS INGOLFIANUS",126292,9
608,"CONGER EEL",NA,"CONGER OCEANICUS",158566,4
610,"NORTHERN SAND LANCE",NA,"AMMODYTES DUBIUS",151520,910
611,"SAND LANCE (NS)",NA,"AMMODYTES",125909,6
612,NA,NA,"DERICHTHYS SERPENTINUS",126291,8
613,"STOUT SAWPALATE",NA,"SERRIVOMER BEANII",126319,37
614,"PELICAN GULPER",NA,"EURYPHARYNX PELECANOIDES",127165,15
615,"BACKFIN TAPIRFISH",NA,"LIPOGENYS GILLII",158559,2
616,"FISH DOCTOR",NA,"GYMNELUS VIRIDIS",127096,6
617,"COMMON WOLF EEL",NA,"LYCENCHELYS PAXILLUS",159257,13
619,"EELPOUT,NEWFOUNDLAND",NA,"LYCODES TERRAENOVAE",127117,46
620,"LAVAL'S EELPOUT",NA,"LYCODES LAVALAEI",127107,61
621,"ROCK GUNNEL(EEL)",NA,"PHOLIS GUNNELLUS",126996,14
622,"SNAKE BLENNY",NA,"LUMPENUS LAMPRETAEFORMIS",154675,216
623,"DAUBED SHANNY",NA,"LEPTOCLINUS MACULATUS",127072,308
624,"ARCTIC SHANNY",NA,"STICHAEUS PUNCTATUS",159819,2
625,"RADIATED SHANNY",NA,"ULVARIA SUBBIFURCATA",159821,98
626,"4-LINE SNAKE BLENNY",NA,"EUMESOGRAMMUS PRAECISUS",159817,29
628,"POLAR EELPOUT",NA,"LYCODES POLARIS",127111,3
630,"WRYMOUTH",NA,"CRYPTACANTHODES MACULATUS",159675,54
631,"SLENDER EELBLENNY",NA,"LUMPENUS FABRICII",127073,2
632,"STOUT EELBLENNY",NA,"ANISARCHUS MEDIUS",127070,7
633,"BANDED GUNNEL",NA,"PHOLIS FASCIATA",159846,1
635,"DRAGONETS",NA,"CALLIONYMIDAE",125522,6
637,"SPOTFIN DRAGONET",NA,"FOETOREPUS AGASSIZII",276339,21
640,"OCEAN POUT",NA,"ZOARCES AMERICANUS",159267,547
642,"EELPOUTS(NS)",NA,"LYCODES",126104,3
646,"ATLANTIC SOFT POUT",NA,"MELANOSTIGMA ATLANTICUM",127120,73
647,"SHORTTAILED EELPOUT(VAHL)",NA,"LYCODES VAHLII",127118,219
648,"EEL-UNIDENTIFIED",NA,"ANGUILLIDAE",125425,1
649,"CUSK EELS (INCLUDES BROTULIDAE F.)",NA,"OPHIDIIDAE",125505,3
650,"FAWN CUSK EEL",NA,"LEPOPHIDIUM PROFUNDORUM",158762,20
656,NA,NA,"SERRIVOMER",125650,1
662,"NOTACANTHIDAE/SPINY EELS (NS)",NA,"NOTACANTHIDAE",125501,1
665,"DRAGONFISHES,SMOOTH",NA,"MELANOSTOMIINAE",154229,1
677,NA,NA,"EPIGONUS DENTICULATUS",126857,2
684,NA,NA,"VINCIGUERRIA NIMBARIA",127303,1
694,"BATFISHES",NA,"OGCOCEPHALIDAE",125495,1
700,"HATCHETFISH, ATLANTIC SILVER",NA,"ARGYROPELECUS ACULEATUS",127306,19
701,"BUTTERFISH",NA,"PEPRILUS TRIACANTHUS",159828,406
704,"AMERICAN JOHN DORY",NA,"ZENOPSIS CONCHIFER",127426,27
705,NA,NA,"ARGYROPELECUS GIGAS",127308,1
708,"HATCHETFISH,SLOPE",NA,"POLYIPNUS CLARUS",158840,11
709,"TRANSPARENT HATCHETFISH",NA,"STERNOPTYX DIAPHANA",127314,8
710,"LONGNOSE LANCETFISH",NA,"ALEPISAURUS FEROX",126333,1
711,"SHORT/DUCKBILL BARRACUDINA",NA,"MAGNISUDIS ATLANTICA",126359,17
712,"WHITE BARRACUDINA",NA,"ARCTOZENUS RISSO",126352,266
714,"SIMONYI'S FROSTFISH",NA,"BENTHODESMUS SIMONYI",127087,18
716,"STRAIGHTLINE DRAGONFISH",NA,"BOROSTOMIAS ANTARCTICUS",127334,18
720,"ATLANTIC SAURY,NEEDLEFISH",NA,"SCOMBERESOX SAURUS",126392,22
724,"BAIRDS SMOOTHEAD",NA,"ALEPOCEPHALUS BAIRDII",126682,10
725,"ATLANTIC GYMNAST",NA,"XENODERMICHTHYS COPEI",126714,6
728,NA,NA,"SETARCHES GUENTHERI",127258,2
729,NA,NA,"OMOSUDIS LOWII",272087,5
730,"OCEAN SUNFISH",NA,"MOLA MOLA",127405,3
731,"SHORTNOSE LANCETFISH",NA,"ALEPISAURUS BREVIROSTRIS",126332,1
732,"DAGGERTOOTH",NA,"ANOTOPTERUS PHARAO",126334,4
739,"SHORTSPINE TAPIRFISH",NA,"POLYACANTHONOTUS RISSOANUS",126645,2
740,"SPINY EEL",NA,"NOTACANTHUS CHEMNITZII",126643,14
741,"UNIDENTIFIED HATCHETFISH",NA,"STERNOPTYCHIDAE",125603,30
742,"ATLANTIC BATFISH",NA,"DIBRANCHUS ATLANTICUS",126558,19
743,"AMERICAN BARRELFISH",NA,"HYPEROGLYPHE PERCIFORMIS",126832,5
744,"STOUT BEARD FISH",NA,"POLYMIXIA NOBILIS",127163,6
745,"ANGLEMOUTH",NA,"GONOSTOMATIDAE",125601,6
746,"NORTHERN PUFFER",NA,"SPHOEROIDES MACULATUS",158934,1
749,"SLICKHEAD",NA,"CONOCARA SALMONEUM",126698,3
750,"CARDINALFISH",NA,"HOWELLA BRODIEI",126994,1
755,"ANGLEMOUTH (NS)",NA,"CYCLOTHONE",126187,13
757,"LITTLE MORID",NA,"PHYSICULUS FULVUS",158987,2
758,"DOFLEINS LANTERNFISH",NA,"LOBIANCHIA DOFLEINI",158900,3
768,NA,NA,"ONEIRODES",125811,1
771,"BEARDFISH",NA,"POLYMIXIA LOWEI",158923,19
774,"OGREFISH",NA,"ANOPLOGASTER CORNUTA",126393,9
775,"ALFONSIN A CASTA LARGA",NA,"BERYX DECADACTYLUS",126394,1
777,"THORNY TINSELFISH",NA,"GRAMMICOLEPIS BRACHIUSCULUS",127420,6
779,"LINED SEAHORSE",NA,"HIPPOCAMPUS ERECTUS",159445,1
784,"BLACK SCABBARDFISH",NA,"APHANOPUS CARBO",127085,3
785,"SILVER-RAG",NA,"ARIOMMA BONDI",159592,1
795,"BEANS BLUEBACK",NA,"SCOPELOGADUS BEANII",127278,24
798,NA,NA,"MELAMPHAES MICROPS",127268,1
800,NA,NA,"POROMITRA CRASSICEPS",127273,1
805,"TONGUEFISH",NA,"SYMPHURUS",126113,33
811,NA,NA,"MYCTOPHIFORMES",10309,9
814,NA,NA,"BATHYSAURUS FEROX",126369,8
816,"TONGUE FISH",NA,"SYMPHURUS DIOMEDEANUS",159358,31
819,"LOOSEJAWS (NS)",NA,"MALACOSTEINAE",154693,3
827,"SPHOEROIDES/PUFFER",NA,"SPHOEROIDES",126241,1
833,"LIZARDFISH,LARGESCALE",NA,"SAURIDA BRASILIENSIS",158756,2
844,"BATFISH,SPINY",NA,"HALIEUTICHTHYS ACULEATUS",159190,3
845,"EELPOUT (NS)",NA,"LYCODES EUDIPLEUROSTICTUS",127104,4
859,NA,NA,"MELANOSTOMIAS",126214,1
862,NA,NA,"DICROLENE INTRONIGER",275895,12
863,NA,NA,"BATHYPTEROIS QUADRIFILIS",158862,4
865,NA,NA,"ALDROVANDIA PHALACRA",126638,14
866,"SPOTTED TINSELFISH",NA,"XENOLEPIDICHTHYS DALGLEISHI",159432,3
868,"SEASNAIL",NA,"PARALIPARIS CALIDUS",159529,9
869,"SEASNAIL",NA,"PARALIPARIS GARMANI",159531,1
878,NA,NA,"EPIGONUS",125967,1
880,"HOOKEAR SCULPIN,ATL.",NA,"ARTEDIELLUS ATLANTICUS",127193,211
883,NA,NA,"SIGMOPS BATHYPHILUS",398363,9
887,"BLACK SWALLOWER",NA,"CHIASMODON NIGER",126840,1
891,NA,NA,"LAMPRIFORMES",10310,1
909,NA,NA,"CHIASMODON",125956,6
914,NA,NA,"HOLTBYRNIA ANOMALA",126739,5
924,"SCOTIAN SNAILFISH",NA,"CAREPROCTUS RANULA",159523,3
928,NA,NA,"ARGYROPELECUS",126196,2
935,NA,NA,"MANDUCUS MADERENSIS",281518,1
942,NA,NA,"POLYMETME CORYTHAEOLA",127300,3
947,NA,NA,"APRISTURUS LAURUSSONII",105807,8
949,"DRAGONFISH,BIGHEAD (NS)",NA,"BOROSTOMIAS",126204,2
963,"SMOOTHHEAD",NA,"ROULEINA MADERENSIS",126710,1
967,"SKATE,ROSETTE",NA,"LEUCORAJA GARMANI",158552,1
979,NA,NA,"ALEPOCEPHALUS",125868,1
983,NA,NA,"APRISTURUS",105727,19
1006,"ORANGE ROUGHY",NA,"HOPLOSTETHUS ATLANTICUS",126402,2
1007,NA,NA,"BATHYRAJA",105761,1
1010,NA,NA,"HALOSAURUS GUENTHERI",158557,4
1012,NA,NA,"BASSOGIGAS GILLII",159063,2
1013,NA,NA,"NEZUMIA",125754,5
1017,NA,NA,"ROULEINA ATTRITA",126709,4
1019,NA,NA,"ILYOPHIS BRUNNEUS",126326,3
1024,NA,NA,"ILYOPHIS",125654,1
1025,NA,NA,"VENEFICA PROCERA",158593,1
1028,NA,NA,"HALOSAUROPSIS MACROCHIR",126639,7
1029,NA,NA,"ALDROVANDIA",125837,3
1030,NA,NA,"ALDROVANDIA AFFINIS",126637,11
1032,NA,NA,"BATHYTROCTES MICROLEPIS",126693,1
1037,NA,NA,"BATHYPTEROIS",125669,1
1038,NA,NA,"BATHYPTEROIS GRALLATOR",126343,1
1039,NA,NA,"BATHYPTEROIS LONGIPES",126344,2
1041,NA,NA,"LAEMONEMA",125767,1
1045,NA,NA,"BATHYPTEROIS PHENAX",126345,2
1050,"BLACK OREO",NA,"NEOCYTTUS HELGAE",127423,1
1052,NA,NA,"ROULEINA",125882,1
1054,"SHORT/DUCKBILL BARRACUDINA",NA,"MAGNISUDIS ATLANTICA",126359,12
1056,"BLIND LOBSTER",NA,"STEREOMASTIS SCULPTA",107700,3
1060,NA,NA,"CORYPHAENOIDES CARAPINUS",158956,1
1064,NA,NA,"CORYPHAENOIDES",125748,1
1072,NA,NA,"CATAETYX LATICEPS",126657,1
1076,NA,NA,"LAEMONEMA BARBATULUM",158979,1
1091,"UNIDENTIFIED SPECIES",NA,NA,NA,30
1092,"UNIDENTIFIED SPECIES",NA,NA,NA,10
1093,"UNIDENTIFIED SPECIES",NA,NA,NA,6
1094,"UNIDENTIFIED SPECIES",NA,NA,NA,6
1095,"UNIDENTIFIED SPECIES",NA,NA,NA,5
1100,"EGGS UNID.",NA,NA,NA,9
1191,"SKATE;LITTLE OR WINTER; UNSPECIFIED",NA,"LEUCORAJA",105763,207
1199,"PURSE BARNDOOR SKATE",NA,NA,NA,1
1200,"FISH EGGS-UNIDENTIFIED",NA,NA,NA,1
1201,"PURSE THORNY SKATE",NA,NA,NA,4
1202,"PURSE SMOOTH SKATE",NA,NA,NA,1
1203,"PURSE LITTLE SKATE",NA,NA,NA,6
1204,"PURSE WINTER SKATE",NA,NA,NA,1
1224,"SKATE UNID. EGGS",NA,NA,NA,300
1264,"GHOST CATSHARK",NA,"APRISTURUS MANIS",105808,5
1269,"VAILLANTS GRENADIER",NA,"BATHYGADUS MELANOBRANCHUS",126463,1
1270,"SMOOTH GRENADIER",NA,"NEZUMIA AEQUALIS",126473,2
1274,NA,NA,"LEPIDION SCHMIDTI",126496,1
1279,NA,NA,"TREMASTER MIRABILIS",124002,2
1280,NA,NA,"URASTERIAS LINCKI",123815,33
1281,NA,NA,"ARISTAEOPSIS EDWARDSIANA",240796,11
1282,NA,NA,"LEBBEUS MICROCEROS",158362,1
1283,NA,NA,"ROBUSTOSERGIA ROBUSTA",1056517,12
1312,"HIPPOLYTID EGGS",NA,NA,NA,1
1500,"MOLLUSC EGGS UNID.",NA,NA,NA,8
1510,"WHELK EGGS (NS)",NA,NA,NA,215
1511,"SNAIL/SLUG EGGS",NA,NA,NA,12
1530,"SQUID EGGS",NA,NA,NA,2
1600,"INVERTEBRATE EGGS",NA,NA,NA,3
1800,"PROTOCHORDATA SP.",NA,NA,NA,1
1810,NA,NA,"TUNICATA",146420,271
1811,"ASCIDIANS",NA,"ASCIDIACEA",1839,6
1812,NA,NA,"BOLTENIA OVIFERA",103815,25
1815,NA,NA,"MOLGULIDAE",103448,10
1821,"SEA SQUIRTS",NA,"ASCIDIA",103483,104
1823,"SEA POTATO",NA,"BOLTENIA",103514,419
1826,"SEA GRAPES",NA,"MOLGULA MANHATTENSIS",103788,11
1827,"SEA PEACH",NA,"HALOCYNTHIA PYRIFORMIS",103828,9
1840,NA,NA,"SALPIDAE",137217,20
1900,NA,NA,"BRYOZOA",146142,86
1901,"LEMONWEED",NA,"FLUSTRA FOLIACEA",111367,104
1920,NA,NA,"BRYOZOA",146142,6
1930,"LAMPSHELLS",NA,"BRACHIOPODA",1803,79
1932,NA,NA,"TEREBRATULINA",104040,22
